,time,name,country,place,marathon,day,month,year,gender,seconds
67,2:24:10,Gladys CHERONO,KEN,4,London,22,APR,2018,F,8650
68,2:24:11,Sembere TEFERI,ETH,9,Dubai,26,JAN,2018,F,8651
69,2:24:17,Lonah Chemtai SALPETER,ISR,1,Firenze,25,NOV,2018,F,8657
70,2:24:18,Nancy KIPROP,KEN,1,Wien,22,APR,2018,F,8658
71,2:24:19,Bornes KITUR,KEN,1,Prague,6,MAY,2018,F,8659
72,2:24:27,Mary KEITANY,KEN,5,London,22,APR,2018,F,8667
73,2:24:30,Margaret AGAI,KEN,2,Seoul,18,MAR,2018,F,8670
74,2:24:31,Monica JEPKOECH,KEN,3,Seoul,18,MAR,2018,F,8671
75,2:24:35,Betsy SAINA,KEN,8,Frankfurt,28,OCT,2018,F,8675
76,2:24:35,Aberu MEKURIA,ETH,4,Valencia,2,DEC,2018,F,8675
77,2:24:38,Jackline CHEPNGENO,KEN,6,Amsterdam,21,OCT,2018,F,8678
78,2:24:47,Letebrhan HAYLAY,ETH,1,Dongying,5,MAY,2018,F,8687
79,2:24:49,Ruth CHEBITOK,KEN,1,Gold Coast,1,JUL,2018,F,8689
80,2:24:51,Bruktayit ESHETU,ETH,1,Houston,14,JAN,2018,F,8691
81,2:24:51,Shitaye ESHETE,BRN,1,Hamburg,29,APR,2018,F,8691
82,2:24:57,Belaynesh OLJIRA,ETH,2,Houston,14,JAN,2018,F,8697
83,2:25:00,Stellah BARSOSIO,KEN,9,Frankfurt,28,OCT,2018,F,8700
84,2:25:01,Mulu SEBOKA,ETH,4,Seoul,18,MAR,2018,F,8701
85,2:25:02,Abebech AFEWORK,ETH,7,Paris,8,APR,2018,F,8702
86,2:25:02,Sharon CHEROP,KEN,4,Ljubljana,28,OCT,2018,F,8702
87,2:25:04,Margaret AGAI,KEN,2,Istanbul,11,NOV,2018,F,8704
88,2:25:10,Hirut Tibebu DAMTE,ETH,1,Hangzhou,4,NOV,2018,F,8710
89,2:25:13,Belaynesh OLJIRA,ETH,2,Prague,6,MAY,2018,F,8713
90,2:25:17,Abebech AFEWORK,ETH,10,Frankfurt,28,OCT,2018,F,8717
91,2:25:22,Ana Dulce FELIX,POR,5,Valencia,2,DEC,2018,F,8722
92,2:25:23,Honami MAEDA,JPN,7,Berlin,16,SEP,2018,F,8723
93,2:25:24,Mare DIBABA,ETH,11,Frankfurt,28,OCT,2018,F,8724
94,2:25:25,Volha MAZURONAK,BLR,1,Dusseldorf,29,APR,2018,F,8725
95,2:25:27,Carla Salome ROCHA,POR,8,Berlin,16,SEP,2018,F,8727
96,2:25:28,Dirke DEBELE,ETH,2,Hamburg,29,APR,2018,F,8728
97,2:25:35,Kaoutar BOULAID,MAR,1,Sevilla,25,FEB,2018,F,8735
98,2:25:35,Dalila ABDULKADIR,BRN,1,Saitama,9,DEC,2018,F,8735
99,2:25:39,Shitaye ESHETE,BRN,2,Saitama,9,DEC,2018,F,8739
0,2:14:04,Brigid KOSGEI,KEN,1,Chicago,13,OCT,2019,F,8044
1,2:17:08,Ruth CHEPNGETICH,KEN,1,Dubai,25,JAN,2019,F,8228
2,2:17:20,KOSGEI,KEN,1,London,28,APR,2019,F,8240
3,2:17:41,Worknesh DEGEFA,ETH,2,Dubai,25,JAN,2019,F,8261
4,2:18:30,Roza DEREJE,ETH,1,Valencia,1,DEC,2019,F,8310
5,2:18:33,Azmera ABREHA,ETH,2,Valencia,1,DEC,2019,F,8313
6,2:18:46,Birhane DIBABA,ETH,3,Valencia,1,DEC,2019,F,8326
7,2:18:52,Vivian CHERUIYOT,KEN,4,Valencia,1,DEC,2019,F,8332
8,2:19:10,Valary AYABEI,KEN,1,Frankfurt,27,OCT,2019,F,8350
9,2:19:26,Degitu AZIMERAW,ETH,1,Amsterdam,20,OCT,2019,F,8366
10,2:19:27,Zeineba YIMER,ETH,5,Valencia,1,DEC,2019,F,8367
11,2:19:46,Lonah Chemtai SALPETER,ISR,1,Prague,5,MAY,2019,F,8386
12,2:19:52,Tigist GIRMA,ETH,2,Amsterdam,20,OCT,2019,F,8392
13,2:20:14,Vivian CHERUIYOT,KEN,2,London,28,APR,2019,F,8414
14,2:20:14,Ashete BEKERE,ETH,1,Berlin,29,SEP,2019,F,8414
15,2:20:21,Mare DIBABA,ETH,2,Berlin,29,SEP,2019,F,8421
16,2:20:24,Workenesh EDESA,ETH,6,Valencia,1,DEC,2019,F,8424
17,2:20:39,Purity RIONORIPO,KEN,7,Valencia,1,DEC,2019,F,8439
18,2:20:40,Ruti AGA,ETH,1,Tokyo,3,MAR,2019,F,8440
19,2:20:48,Azmera GEBRU,ETH,3,Amsterdam,20,OCT,2019,F,8448
20,2:20:51,Roza DEREJE,ETH,3,London,28,APR,2019,F,8451
21,2:20:51,Abebel YESHANEH,ETH,2,Chicago,13,OCT,2019,F,8451
22,2:20:52,Gladys CHERONO,KEN,4,London,28,APR,2019,F,8452
23,2:20:55,Gelete BURKA,ETH,3,Chicago,13,OCT,2019,F,8455
24,2:20:58,Mary KEITANY,KEN,5,London,28,APR,2019,F,8458
25,2:21:01,Helen TOLA,ETH,2,Tokyo,3,MAR,2019,F,8461
26,2:21:03,Besu SADO,ETH,4,Amsterdam,20,OCT,2019,F,8463
27,2:21:05,Worknesh EDESA,ETH,3,Dubai,25,JAN,2019,F,8465
28,2:21:05,Shure DEMISE,ETH,3,Tokyo,3,MAR,2019,F,8465
29,2:21:06,Sally CHEPYEGO,ETH,3,Berlin,29,SEP,2019,F,8466
30,2:21:10,Megertu KEBEDE,ETH,2,Frankfurt,27,OCT,2019,F,8470
31,2:21:11,Vivian Jerono KIPLAGAT,KEN,1,Abu Dhabi,6,DEC,2019,F,8471
32,2:21:22,Mimi BELETE,BRN,5,Amsterdam,20,OCT,2019,F,8482
33,2:21:26,Bornes KITUR,KEN,1,Ljubljana,27,OCT,2019,F,8486
34,2:21:33,Shitaye ESHETE,BRN,2,Ljubljana,27,OCT,2019,F,8493
35,2:21:50,Florence KIPLAGAT,KEN,4,Tokyo,3,MAR,2019,F,8510
36,2:22:07,Diana CHEMTAI,KEN,3,Lubljana,27,OCT,2019,F,8527
37,2:22:11,Meskerem ASSEFA,ETH,3,Frankfurt,27,OCT,2019,F,8531
38,2:22:12,Nancy KIPROP,KEN,1,Wien,7,APR,2019,F,8532
39,2:22:16,Sarah HALL,USA,4,Berlin,29,SEP,2019,F,8536
40,2:22:16,Magdelyne MASAI,KEN,1,Toronto,20,OCT,2019,F,8536
41,2:22:25,Helalia JOHANNES,NAM,1,Nagoya,10,MAR,2019,F,8545
42,2:22:25,Vivian KIPLAGAT,KEN,1,Milano,7,APR,2019,F,8545
43,2:22:29,Abeba GEBREMNESKEL,ETH,8,Valencia,1,DEC,2019,F,8549
44,2:22:38,Joyciline JEPKOSGEI,KEN,1,New York,3,NOV,2019,F,8558
45,2:22:39,Shitaye ESHETE,BRN,2,Prague,5,MAY,2019,F,8559
46,2:22:40,Biruktayit ESHETU,ETH,2,Toronto,20,OCT,2019,F,8560
47,2:22:41,Afera GODFAY,ETH,1,Dongying,20,APR,2019,F,8561
48,2:22:43,Betsy SAINA,KEN,3,Toronto,20,OCT,2019,F,8563
49,2:22:45,Waganesh MEKASHA,ETH,4,Dubai,25,JAN,2019,F,8565
50,2:22:47,Gelete BURKA,ETH,1,Paris,14,APR,2019,F,8567
51,2:22:52,Megertu ALEMU,ETH,1,Roma,7,APR,2019,F,8572
52,2:22:52,Azmera GEBRU,ETH,2,Paris,14,APR,2019,F,8572
53,2:22:53,Tadelech BEKELE,ETH,9,Valencia,1,DEC,2019,F,8573
54,2:22:55,Ashete BEKERE,ETH,1,Rotterdam,7,APR,2019,F,8575
55,2:22:58,Visiline JEPKESHO,KEN,2,Nagoya,10,MAR,2019,F,8578
56,2:23:01,Valary JEMELI,KEN,3,Nagoya,10,MAR,2019,F,8581
57,2:23:08,Emily SISSON,USA,6,London,28,APR,2019,F,8588
58,2:23:11,Lonah SALPETER,ISR,4,Frankfurt,27,OCT,2019,F,8591
59,2:23:14,Kuftu Tahir DADISO,ETH,4,Ljubljana,27,OCT,2019,F,8594
60,2:23:19,Waganesh MEKASHA,ETH,2,Dongying,20,APR,2019,F,8599
61,2:23:19,Birke DEBELE,ETH,4,Toronto,20,OCT,2019,F,8599
62,2:23:19,Yebrgual MELESE,ETH,1,Shanghai,17,NOV,2019,F,8599
63,2:23:23,Bedatu HIRPA,ETH,5,Tokyo,3,MAR,2019,F,8603
64,2:23:28,Biruktayit DEGEFA,ETH,1,Houston,20,JAN,2019,F,8608
65,2:23:30,Rachel MUTGA,KEN,5,Toronto,20,OCT,2019,F,8610
66,2:23:31,Sutume ASEFA,ETH,1,Beijing,3,NOV,2019,F,8611
67,2:23:33,Meseret DEFAR,ETH,4,Nagoya,10,MAR,2019,F,8613
68,2:23:32,Mary KEITANY,KEN,2,New York,3,NOV,2019,F,8612
69,2:23:34,Stella BARSOSIO,KEN,2,Rotterdam,7,APR,2019,F,8614
70,2:23:35,Azmera ABREHA,ETH,3,Paris,14,APR,2019,F,8615
71,2:23:40,Hirut TIBEBU,ETH,1,Istanbul,3,NOV,2019,F,8620
72,2:23:41,ClÃˆmence CALVIN,FRA,4,Paris,14,APR,2019,F,8621
73,2:23:44,Desi Jisa MOKONIN,BRN,1,Seoul,17,MAR,2019,F,8624
74,2:25:46,Rodah JEPKORIR,KEN,1,Buenos Aires,22,SEP,2019,F,8746
75,2:23:50,Peres JEPCHIRCHIR,KEN,1,Saitama,8,DEC,2019,F,8630
76,2:23:50,Hiwot GEBREKIDAN,ETH,1,Guangzhou,8,DEC,2019,F,8630
77,2:23:52,Reia IWADE,JPN,5,Nagoya,10,MAR,2019,F,8632
78,2:23:54,Sally CHEPYEGO,KEN,5,Paris,14,APR,2019,F,8634
79,2:23:57,Melet KEJETA,GER,6,Berlin,29,SEP,2019,F,8637
80,2:23:59,Monica JEPKOECH,KEN,6,Nagoya,10,MAR,2019,F,8639
81,2:24:00,Sara DOSSENA,ITA,7,Nagoya,10,MAR,2019,F,8640
82,2:24:02,Ababel YESHANEH,ETH,6,Tokyo,3,MAR,2019,F,8642
83,2:24:03,Wude YIMER AYALEW,ETH,2,Abu Dhabi,6,DEC,2019,F,8643
84,2:24:05,Hirut TIBEBU,ETH,2,Seoul,17,MAR,2019,F,8645
85,2:24:09,Kayoko FUKUSHI,JPN,8,Nagoya,10,MAR,2019,F,8649
86,2:24:11,Sinead DIVER,AUS,7,London,28,APR,2019,F,8651
87,2:24:13,Askale MERACHI,ETH,1,Los Angeles,24,MAR,2019,F,8653
88,2:24:13,Ruth CHEBITOK,KEN,6,Toronto,20,OCT,2019,F,8653
89,2:24:15,Tigist ABAYECHEW,ETH,2,Istanbul,3,NOV,2019,F,8655
90,2:24:16,Maurine CHEPKEMOI,KEN,3,Istanbul,3,NOV,2019,F,8656
91,2:24:19,Miyuki UEHARA,JPN,9,Nagoya,10,MAR,2019,F,8659
92,2:24:21,Marta MEGRA,ETH,1,Hengshui,22,SEP,2019,F,8661
93,2:24:28,Yeshi CHEKOLE KALAYU,ETH,3,Abu Dhabi,6,DEC,2019,F,8668
94,2:24:29,Guteni SHONE,ETH,1,Sevilla,17,FEB,2019,F,8669
95,2:24:30,Aberu MERKURIA,ETH,1,Chongqing,31,MAR,2019,F,8670
96,2:24:30,Shiuko GENEMO,ETH,7,Toronto,20,OCT,2019,F,8670
97,2:24:33,Mao ICHIYAMA,JPN,7,Tokyo,3,MAR,2019,F,8673
98,2:24:33,Stellah BARSOSIO,KEN,1,Sydney,15,SEP,2019,F,8673
99,2:24:34,Genet YALEW,ETH,3,Prague,5,MAY,2019,F,8674
0,2:03:23,Wilson Kipsang,KEN,1,Berlin,29,SEP,2013,M,7403
1,2:03:45,Dennis Kimetto,KEN,1,Chicago,13,OCT,2013,M,7425
2,2:03:52,Emmanuel Mutai,KEN,2,Chicago,13,OCT,2013,M,7432
3,2:04:05,Eliud Kipchoge,KEN,2,Berlin,29,SEP,2013,M,7445
4,2:04:45,Lelisa Desisa,ETH,1,Dubai,25,JAN,2013,M,7485
5,2:04:48,Andualem Belay Shiferaw,ETH,2,Dubai,25,JAN,2013,M,7488
6,2:04:49,Tadesse Tola,ETH,3,Dubai,25,JAN,2013,M,7489
7,2:04:52,Endeshaw Negesse,ETH,4,Dubai,25,JAN,2013,M,7492
8,2:04:53,Bernard Koech,ETH,5,Dubai,25,JAN,2013,M,7493
9,2:05:16,Sammy Kitwara,KEN,3,Chicago,13,OCT,2013,M,7516
10,2:05:30,Eliud Kipchoge,KEN,1,Hamburg,21,APR,2013,M,7530
11,2:05:36,Wilson Chebet,KEN,1,Amsterdam,20,OCT,2013,M,7536
12,2:05:38,Peter Some,KEN,1,Paris,7,APR,2013,M,7538
13,2:05:38,Tilahun Regassa,ETH,1,Rotterdam,14,APR,2013,M,7538
14,2:06:04,Tsegaye Kebede,ETH,1,London,21,APR,2013,M,7564
15,2:06:06,Berhanu Girma,ETH,2,Amsterdam,20,OCT,2013,M,7566
16,2:06:15,Vincent Kipruto,KEN,1,Frankfurt,27,OCT,2013,M,7575
17,2:06:16,Mark Kiptoo,KEN,2,Frankfurt,27,OCT,2013,M,7576
18,2:06:25,James Kipsang Kwambai,KEN,1,Seoul,3,NOV,2013,M,7585
19,2:06:26,Geoffrey Kipsang,KEN,3,Berlin,29,SEP,2013,M,7586
20,2:06:29,Bernard Koech,KEN,3,Amsterdam,20,OCT,2013,M,7589
21,2:06:33,Nicholas Kipkemboi,KEN,6,Dubai,25,JAN,2013,M,7593
22,2:06:33,Tadese Tola,ETH,2,Paris,7,APR,2013,M,7593
23,2:06:33,Emmanuel Mutai,KEN,2,London,21,APR,2013,M,7593
24,2:06:34,Eric Ndiema,KEN,3,Paris,7,APR,2013,M,7594
25,2:06:35,Stephen Tum,KEN,1,Marrakech,27,JAN,2013,M,7595
26,2:06:45,Getu Feleke,ETH,2,Rotterdam,14,APR,2013,M,7605
27,2:06:50,Denis Kimetto,KEN,1,Tokyo,24,FEB,2013,M,7610
28,2:06:56,Megersa Bacha,ETH,4,Paris,7,APR,2013,M,7616
29,2:06:56,Micah Kogo,KEN,4,Chicago,13,OCT,2013,M,7616
30,2:06:57,Philip Sanga,KEN,5,Paris,7,APR,2013,M,7617
31,2:06:57,Ayele Abshero,ETH,3,London,21,APR,2013,M,7617
32,2:06:58,Michael Kipyego,KEN,2,Tokyo,24,FEB,2013,M,7618
33,2:06:59,Franklin Chepkwony,KEN,1,Seoul,17,MAR,2013,M,7619
34,2:07:05,Tesfaye Tola,ETH,1,Beijing,20,OCT,2013,M,7625
35,2:07:05,Deressa Chimsa,ETH,1,Toronto,20,OCT,2013,M,7625
36,2:07:08,Mark Korir,KEN,2,Seoul,3,NOV,2013,M,7628
37,2:07:12,Sumi Dechase,ETH,2,Seoul,17,MAR,2013,M,7632
38,2:07:12,Sammy Kitwara,KEN,3,Rotterdam,14,APR,2013,M,7632
39,2:07:14,Felix Kipkemoi Keny,KEN,1,Valencia,17,NOV,2013,M,7634
40,2:07:16,Martin Muthathi,KEN,1,Fukuoka,1,DEC,2013,M,7636
41,2:07:19,Bernard Kipyego,KEN,2,Beijing,20,OCT,2013,M,7639
42,2:07:20,Daniel Rono,KEN,3,Beijing,20,OCT,2013,M,7640
43,2:07:27,Seboka Dibaba Tola,ETH,3,Seoul,17,MAR,2013,M,7647
44,2:07:32,Negari Terfa,ETH,1,Xiamen,5,JAN,2013,M,7652
45,2:07:34,Elijah Kemboi,KEN,3,Frankfurt,27,OCT,2013,M,7654
46,2:07:35,Limenih Getachew,ETH,2,Hamburg,21,APR,2013,M,7655
47,2:07:41,Gezahegne Girma,ETH,2,Marrakech,27,JAN,2013,M,7661
48,2:07:44,Paul K Lonyangata,KEN,2,Xiamen,5,JAN,2013,M,7664
49,2:07:44,Stephen Chemlany,KEN,4,Berlin,29,SEP,2013,M,7664
50,2:07:44,Tadese Abraham,ERI,1,Zurich,7,APR,2013,M,7664
51,2:07:46,Feyise Lilesa,ETH,4,London,21,APR,2013,M,7666
52,2:07:46,Jacob Chesari,KEN,4,Frankfurt,27,OCT,2013,M,7666
53,2:07:47,Kipsang,KEN,5,London,21,APR,2013,M,7667
54,2:07:48,Dereje Debele Tulu,ETH,1,Dusseldorf,28,APR,2013,M,7668
55,2:07:48,Joel Kimurer Kemboi,KEN,1,Gyeongju,13,OCT,2013,M,7668
56,2:07:53,Bernard Kipyego,KEN,3,Tokyo,24,FEB,2013,M,7673
57,2:07:55,Dadi Yami,ETH,7,Dubai,25,JAN,2013,M,7675
58,2:07:55,Mustapha El Aziz,MAR,3,Seoul,3,NOV,2013,M,7675
59,2:07:56,Getachew Terfa Negari,ETH,1,Rome,17,MAR,2013,M,7676
60,2:08:00,Pius Dominic Ondoro,KEN,1,Tiberias,10,JAN,2013,M,7680
61,2:08:00,Kazuhiro Maeda,JPN,4,Tokyo,24,FEB,2013,M,7680
62,2:08:02,Kwambai,KEN,5,Tokyo,24,FEB,2013,M,7682
63,2:08:02,Abdullah Shami Dawit,ETH,4,Amsterdam,20,OCT,2013,M,7682
64,2:08:05,Stephen Kiprotich,UGA,6,London,21,APR,2013,M,7685
65,2:08:05,Tariku Jufar,ETH,1,Ottawa,26,MAY,2013,M,7685
66,2:08:10,Deribe Robi,ETH,2,Tiberias,10,JAN,2013,M,7690
67,2:08:11,Birhanu Gebre Girma,ETH,2,Rome,17,MAR,2013,M,7691
68,2:08:12,Luka Rotich,KEN,2,Ottawa,26,MAY,2013,M,7692
69,2:08:14,Sylvester Teimet,KEN,6,Paris,7,APR,2013,M,7694
70,2:08:15,Yuki Kawauchi,JPN,1,Beppu,3,FEB,2013,M,7695
71,2:08:15,Kawauchi,JPN,4,Seoul,17,MAR,2013,M,7695
72,2:08:17,Gilbert Kirwa,KEN,6,Tokyo,24,FEB,2013,M,7697
73,2:08:17,Albert Matebor,KEN,5,Frankfurt,27,OCT,2013,M,7697
74,2:08:17,Amanuel Mesel,ERI,2,Valencia,17,NOV,2013,M,7697
75,2:08:17,Ondoro,KEN,2,Dusseldorf,28,APR,2013,M,7697
76,2:08:19,Sahle Warga,ETH,7,Paris,7,APR,2013,M,7699
77,2:08:19,Abraham Girma,ETH,8,Paris,7,APR,2013,M,7699
78,2:08:19,Henry Sugut,KEN,1,Vienna,14,APR,2013,M,7699
79,2:08:22,Yared Asmerom,ERI,7,London,21,APR,2013,M,7702
80,2:08:24,Mike Kigen,KEN,8,Dubai,25,JAN,2013,M,7704
81,2:08:24,Geoffrey Mutai,KEN,1,New York,3,NOV,2013,M,7704
82,2:08:28,Habtamu Assefa,ETH,9,Dubai,25,JAN,2013,M,7708
83,2:08:29,Nickson Kurgat,KEN,1,Chuncheon,27,OCT,2013,M,7709
84,2:08:30,Stephen Chemlany,ETH,3,Rome,17,MAR,2013,M,7710
85,2:08:30,David Kemboi Kiyang,KEN,2,Chuncheon,27,OCT,2013,M,7710
86,2:08:31,Francis Kibiwott,KEN,3,Tiberias,10,JAN,2013,M,7711
87,2:08:32,Lusapho April,RSA,1,Hannover,5,MAY,2013,M,7712
88,2:08:33,Abraham Kiprotich,FRA,1,Daegu,14,APR,2013,M,7713
89,2:08:34,Vincent Kipruto,KEN,1,Otsu,3,MAR,2013,M,7714
90,2:08:34,Solomon Kiptoo,KEN,2,Vienna,14,APR,2013,M,7714
91,2:08:35,Kentaro Nakamoto,JPN,2,Beppu,3,FEB,2013,M,7715
92,2:08:35,Haile Haja Gemeda,ETH,4,Rome,17,MAR,2013,M,7715
93,2:08:37,Tariku Jufar,ETH,2,Otsu,3,MAR,2013,M,7717
94,2:08:39,Warga,ETH,3,Xiamen,5,JAN,2013,M,7719
95,2:08:39,Stanley Biwott,KEN,8,London,21,APR,2013,M,7719
96,2:08:42,Geoffrey Ndugu,KEN,3,Vienna,14,APR,2013,M,7722
97,2:08:42,Alfred Kering,KEN,1,Hengshui,21,SEP,2013,M,7722
98,2:08:46,Dereje Tadesse,ETH,4,Tiberias,10,JAN,2013,M,7726
99,2:08:46,Abebe Degefa,ETH,4,Beijing,20,OCT,2013,M,7726
0,2:04:00,Eliud KIPCHOGE,KEN,1,Berlin,27,SEP,2015,M,7440
1,2:04:42,KIPCHOGE,KEN,1,London,26,APR,2015,M,7482
2,2:04:47,Wilson KIPSANG,KEN,2,London,26,APR,2015,M,7487
3,2:05:21,Eliud KIPTANUI,KEN,2,Berlin,27,SEP,2015,M,7521
4,2:05:28,Lemi BERHANU,ETH,1,Dubai,23,JAN,2015,M,7528
5,2:05:49,Mark KORIR,KEN,1,Paris,12,APR,2015,M,7549
6,2:05:50,Dennis KIMETTO,KEN,3,London,26,APR,2015,M,7550
7,2:05:52,Lelisa DESISA,ETH,2,Dubai,23,JAN,2015,M,7552
8,2:05:52,Stephen CHEBOGUT,KEN,1,Eindhoven,11,OCT,2015,M,7552
9,2:05:58,Deriba ROBI,ETH,2,Eindhoven,11,OCT,2015,M,7558
10,2:06:00,Endeshaw NEGESSE,ETH,1,Tokyo,22,FEB,2015,M,7560
11,2:06:00,B  Mark KIPTOO,KEN,3,Eindhoven,11,OCT,2015,M,7560
12,2:06:06,Deribe ROBI,ETH,3,Dubai,23,JAN,2015,M,7566
13,2:06:11,Wilson LOYANAE,KEN,1,Seoul,15,MAR,2015,M,7571
14,2:06:13,Bernard KIPYEGO,KEN,1,Amsterdam,18,OCT,2015,M,7573
15,2:06:13,John MWANGANGI,KEN,1,Valencia,15,NOV,2015,M,7573
16,2:06:19,Moses Cheruiyot MOSOP,KEN,1,Xiamen,3,JAN,2015,M,7579
17,2:06:26,Sisay LEMMA,ETH,1,Frankfrut,25,OCT,2015,M,7586
18,2:06:33,Stephen KIPROTICH,UGA,2,Tokyo,22,FEB,2015,M,7593
19,2:06:33,Matthew KISORIO,KEN,2,Valencia,15,NOV,2015,M,7593
20,2:06:34,Dickson CHUMBA,KEN,3,Tokyo,22,FEB,2015,M,7594
21,2:06:34,Lani Kiplagat RUTTO,KEN,2,Frankfurt,25,OCT,2015,M,7594
22,2:06:35,Feysa LELISA,ETH,2,Xiamen,3,JAN,2015,M,7595
23,2:06:41,Stanley BIWOTT,KEN,4,London,26,APR,2015,M,7601
24,2:06:46,Abera KUMA,ETH,1,Rotterdam,12,APR,2015,M,7606
25,2:06:48,Alfers LAGAT,KEN,3,Frankfurt,25,OCT,2015,M,7608
26,2:06:54,Tilahun REGASSA,ETH,2,Xiamen,3,JAN,2015,M,7614
27,2:06:57,Feyisa LILESA,ETH,3,Berlin,27,SEP,2015,M,7617
28,2:06:59,Felix KIPROTICH,KEN,2,Seoul,15,MAR,2015,M,7619
29,2:07:06,Sisay LEMMA,ETH,5,Dubai,23,JAN,2015,M,7626
30,2:07:07,Samuel Kiplimo KOSGEI,KEN,1,Kosice,4,OCT,2015,M,7627
31,2:07:07,Felix KANDIE,KEN,3,Valencia,15,NOV,2015,M,7627
32,2:07:09,Bazu WORKU,ETH,6,Dubai,23,JAN,2015,M,7629
